time,feed_rate,classifier_speed,tension_pressure,mill_fan_speed,main_drive_speed,recirculation_damper_position,stack_damper_position,hotgas_generator_load,total_specific_energy,tonnage,roller_height_1,roller_height_2,roller_height_3,roller_height_4,roller_temperature
1972-03-20 13:02:32,25.06100845336914,88.01204681396484,152.0426483154297,85.0,84.89999389648438,60.82175827026367,100.0,13.62220859527588,41.436439517638306,194513.0,27.25347900390625,26.49189758300781,24.12557983398437,28.151046752929688,33.90000009536743
1972-03-20 13:02:33,25.096689224243164,87.95181274414062,152.7099609375,85.0,85.5,60.82175827026367,100.0,13.613054275512695,40.88285487653685,194513.0,26.21990966796875,31.2789306640625,28.450225830078125,25.104736328125,33.87500047683716
1972-03-20 13:02:34,25.05784797668457,87.89156341552734,151.416015625,85.0,84.89999389648438,60.82175827026367,100.0,13.605295181274414,40.890438072486845,194513.0,26.16552734375,27.579864501953125,23.28240966796875,26.49189758300781,33.87500047683716
1972-03-20 13:02:35,24.985292434692383,88.01204681396484,151.6438751220703,85.0,85.39999389648438,60.82175827026367,100.0,13.587231636047363,41.9685566360642,194513.0,25.159149169921875,32.47569274902344,25.893524169921875,22.79281616210937,33.87500047683716
1972-03-20 13:02:36,24.939897537231445,88.13253021240234,153.0843048095703,85.0,85.5,60.82175827026367,100.0,13.573373794555664,42.206122675447546,194513.0,27.144683837890625,29.619781494140625,29.565399169921875,26.08392333984375,33.87500047683716
1972-03-20 13:02:37,24.967174530029297,87.95181274414062,152.5716094970703,85.0,85.0,60.82175827026367,100.0,13.555728912353516,42.52958184078063,194513.0,24.85995483398437,29.510986328125,26.79107666015625,27.74305725097656,33.90000057220459
1972-03-20 13:02:38,25.019620895385746,87.95181274414062,153.52376556396484,85.0,85.0999984741211,60.82175827026367,100.0,13.54964542388916,43.58277099874388,194513.0,26.627899169921875,30.27256774902344,28.912612915039062,28.640625,33.87500047683716
1972-03-20 13:02:39,25.06185531616211,88.0722885131836,152.4983673095703,85.0,84.0999984741211,60.82175827026367,100.0,13.538390159606934,44.70215630120483,194513.0,27.226287841796875,27.144683837890625,27.98785400390625,23.907989501953125,33.87500047683716
1972-03-20 13:02:40,25.03792381286621,88.01204681396484,152.9052734375,85.0,84.5999984741211,60.82175827026367,100.0,13.527052879333496,42.39039724209864,194513.0,25.78472900390625,30.92535400390625,26.46469116210937,30.218170166015625,33.87500047683716
1972-03-20 13:02:41,24.95898056030273,87.95181274414062,152.587890625,85.0,85.0999984741211,60.82175827026367,100.0,13.509760856628418,42.90333902046006,194513.0,25.675933837890625,30.381378173828125,28.749420166015625,25.2679443359375,33.85000038146973
1972-03-20 13:02:42,24.90821075439453,87.89156341552734,151.9449920654297,85.0,84.5999984741211,60.82175827026367,100.0,13.50402545928955,42.46144168239774,194513.0,24.832763671875,26.1383056640625,26.51910400390625,26.981475830078125,33.85000038146973
1972-03-20 13:02:43,24.933046340942383,87.95181274414062,151.92871856689453,85.0,84.5999984741211,60.82175827026367,100.0,13.492408752441406,42.21192269304611,194513.0,26.274322509765625,31.46932983398437,25.512725830078125,24.941558837890625,33.87500047683716
