time,roller,tag,offset_before,offset_after,offset_delta,height_before,height_after,running,feed,gap_s,datierbar,quelle,source,campaign
1974-10-15 13:46:24,2,A56-HS01.ZO02,-236.4143524169922,-236.9311370849609,-0.51678466796875,-0.5083127617835999,0.0,False,0.0,1.0,True,1hz,1974-10-15.parquet,29
1974-10-15 13:46:24,3,A56-HS01.ZO03,-240.4398193359375,-238.7806701660156,1.659149169921875,1.6319500207901,0.0,False,0.0,1.0,True,1hz,1974-10-15.parquet,29
1974-10-15 13:46:24,4,A56-HS01.ZO04,-214.81829833984372,-218.707763671875,-3.88946533203125,-3.835057497024536,-0.0098036471754312,False,0.0,1.0,True,1hz,1974-10-15.parquet,29
1974-12-09 17:14:37,1,A56-HS01.ZO01,-249.5787048339844,-249.9866943359375,-0.407989501953125,12.526288986206056,0.3714259266853332,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:14:37,2,A56-HS01.ZO02,-236.9311370849609,-240.35821533203125,-3.4270782470703125,10.445340156555176,-0.0004457567702047,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:14:37,3,A56-HS01.ZO03,-238.7806701660156,-241.03819274902344,-2.2575225830078125,11.086968421936035,-0.0089201377704739,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:14:37,4,A56-HS01.ZO04,-218.707763671875,-217.973388671875,0.734375,13.758724212646484,-0.003566054161638,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:23:36,1,A56-HS01.ZO01,-249.9866943359375,-244.9820556640625,5.004638671875,5.56466817855835,-0.7664832472801208,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:23:36,2,A56-HS01.ZO02,-240.35821533203125,-237.58392333984372,2.7742919921875,2.713655710220337,0.0218665953725576,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:23:36,3,A56-HS01.ZO03,-241.03819274902344,-237.91030883789065,3.1278839111328125,3.0578854084014893,0.0,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1974-12-09 17:23:36,4,A56-HS01.ZO04,-217.973388671875,-215.36227416992188,2.611114501953125,2.5491418838500977,0.0,False,0.0,1.0,True,1hz,1974-12-09.parquet,30
1975-01-03 09:20:29,1,A56-HS01.ZO01,-244.9820556640625,-239.37905883789065,5.602996826171875,7.748162269592285,-0.0231793504208326,False,0.0,1.0,True,1hz,1975-01-03.parquet,31
1975-01-03 09:20:29,2,A56-HS01.ZO02,-237.58392333984372,-242.26214599609372,-4.67822265625,-0.5738430619239807,-0.0231923591345548,False,0.0,1.0,True,1hz,1975-01-03.parquet,31
1975-01-03 09:20:29,3,A56-HS01.ZO03,-237.91030883789065,-230.7025451660156,7.207763671875,9.078254699707031,-0.0338817648589611,False,0.0,1.0,True,1hz,1975-01-03.parquet,31
1975-01-03 09:20:29,4,A56-HS01.ZO04,-215.36227416992188,-219.93170166015625,-4.569427490234375,1.0117260217666626,-0.0343532860279083,False,0.0,1.0,True,1hz,1975-01-03.parquet,31
1975-01-10 09:04:10,1,A56-HS01.ZO01,-239.37905883789065,-248.30035400390625,-8.921295166015625,-8.774598121643066,0.0,False,0.0,1.0,True,1hz,1975-01-10.parquet,32
1975-01-10 09:04:10,2,A56-HS01.ZO02,-242.26214599609372,-239.75982666015625,2.5023193359375,2.4612977504730225,0.0,False,0.0,1.0,True,1hz,1975-01-10.parquet,32
1975-01-10 09:04:10,3,A56-HS01.ZO03,-230.7025451660156,-240.52142333984372,-9.818878173828123,-9.645415306091309,0.0191890522837638,False,0.0,1.0,True,1hz,1975-01-10.parquet,32
1975-01-10 09:04:10,4,A56-HS01.ZO04,-219.93170166015625,-222.2164306640625,-2.28472900390625,-2.24772047996521,-0.0017840275540947,False,0.0,1.0,True,1hz,1975-01-10.parquet,32
1975-01-23 09:53:20,1,A56-HS01.ZO01,-248.30035400390625,0.0,248.30035400390625,0.0,-33.40848922729492,False,0.0,3648.0,False,1hz,1975-01-23.parquet,33
1975-01-23 09:53:20,2,A56-HS01.ZO02,-239.75982666015625,0.0,239.75982666015625,0.0,-33.688507080078125,False,0.0,3648.0,False,1hz,1975-01-23.parquet,33
1975-01-23 09:53:20,3,A56-HS01.ZO03,-240.52142333984372,0.0,240.52142333984372,0.0,-33.663536071777344,False,0.0,3648.0,False,1hz,1975-01-23.parquet,33
1975-01-23 09:53:20,4,A56-HS01.ZO04,-222.2164306640625,0.0,222.2164306640625,0.0,-34.26369857788086,False,0.0,3648.0,False,1hz,1975-01-23.parquet,33
1975-01-23 09:54:19,1,A56-HS01.ZO01,0.0,-248.30035400390625,-248.30035400390625,-16.982648849487305,-1018.958740234375,False,0.0,1.0,True,1hz,1975-01-23.parquet,33
1975-01-23 09:54:19,2,A56-HS01.ZO02,0.0,-239.75982666015625,-239.75982666015625,-17.12499237060547,-1027.49951171875,False,0.0,1.0,True,1hz,1975-01-23.parquet,33
1975-01-23 09:54:19,3,A56-HS01.ZO03,0.0,-240.52142333984372,-240.52142333984372,-17.11229705810547,-1026.73779296875,False,0.0,1.0,True,1hz,1975-01-23.parquet,33
1975-01-23 09:54:19,4,A56-HS01.ZO04,0.0,-222.2164306640625,-222.2164306640625,-17.417381286621094,-1045.0428466796875,False,0.0,1.0,True,1hz,1975-01-23.parquet,33
1975-02-13 08:06:51,1,A56-HS01.ZO01,-248.30035400390625,0.0,248.30035400390625,21.316953659057617,9.588790893554688,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:06:51,2,A56-HS01.ZO02,-239.75982666015625,0.0,239.75982666015625,23.783567428588867,10.702604293823242,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:06:51,3,A56-HS01.ZO03,-240.52142333984372,0.0,240.52142333984372,22.17839813232422,9.98027801513672,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:06:51,4,A56-HS01.ZO04,-222.2164306640625,0.0,222.2164306640625,39.26788330078125,17.66423797607422,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:07:25,1,A56-HS01.ZO01,0.0,-248.30035400390625,-248.30035400390625,9.594589233398438,21.66875648498535,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:07:25,2,A56-HS01.ZO02,0.0,-239.75982666015625,-239.75982666015625,10.702607154846191,24.17996025085449,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:07:25,3,A56-HS01.ZO03,0.0,-240.52142333984372,-240.52142333984372,9.98027801513672,22.54804039001465,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 08:07:25,4,A56-HS01.ZO04,0.0,-222.2164306640625,-222.2164306640625,17.672710418701172,39.90595245361328,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:19:33,1,A56-HS01.ZO01,-248.30035400390625,0.0,248.30035400390625,21.295543670654297,7.098512649536133,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:19:33,2,A56-HS01.ZO02,-239.75982666015625,0.0,239.75982666015625,23.783567428588867,7.9278564453125,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:19:33,3,A56-HS01.ZO03,-240.52142333984372,0.0,240.52142333984372,22.16234970092773,7.39190673828125,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:19:33,4,A56-HS01.ZO04,-222.2164306640625,0.0,222.2164306640625,39.24693298339844,13.082311630249023,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:20:14,1,A56-HS01.ZO01,0.0,-248.30035400390625,-248.30035400390625,7.098513603210449,21.650470733642575,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:20:14,2,A56-HS01.ZO02,0.0,-239.75982666015625,-239.75982666015625,7.9278564453125,24.17996025085449,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:20:14,3,A56-HS01.ZO03,0.0,-240.52142333984372,-240.52142333984372,7.383882999420166,22.541797637939453,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:20:14,4,A56-HS01.ZO04,0.0,-222.2164306640625,-222.2164306640625,13.082310676574709,39.90105056762695,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:55:53,1,A56-HS01.ZO01,-248.30035400390625,0.0,248.30035400390625,21.29598999023437,4.968959331512451,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:55:53,2,A56-HS01.ZO02,-239.75982666015625,0.0,239.75982666015625,23.8103141784668,5.555739879608154,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:55:53,3,A56-HS01.ZO03,-240.52142333984372,0.0,240.52142333984372,22.15165138244629,5.168718338012695,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:55:53,4,A56-HS01.ZO04,-222.2164306640625,0.0,222.2164306640625,39.24693298339844,9.157618522644045,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:56:40,1,A56-HS01.ZO01,0.0,-248.30035400390625,-248.30035400390625,4.968959331512451,21.650470733642575,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:56:40,2,A56-HS01.ZO02,0.0,-239.75982666015625,-239.75982666015625,5.555739879608154,24.2071533203125,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:56:40,3,A56-HS01.ZO03,0.0,-240.52142333984372,-240.52142333984372,5.168718338012695,22.520845413208008,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-13 14:56:40,4,A56-HS01.ZO04,0.0,-222.2164306640625,-222.2164306640625,9.157617568969728,39.90105056762695,False,0.0,1.0,True,1hz,1975-02-13.parquet,34
1975-02-14 08:48:50,1,A56-HS01.ZO01,-248.30035400390625,-250.9930419921875,-2.69268798828125,-2.870603561401367,0.0008915135404095,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 08:48:50,2,A56-HS01.ZO02,-239.75982666015625,-240.276611328125,-0.51678466796875,-0.5475553870201111,0.0075778649188578,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 08:48:50,3,A56-HS01.ZO03,-240.52142333984372,-239.21585083007807,1.305572509765625,0.597499430179596,0.0093608917668461,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 08:48:50,4,A56-HS01.ZO04,-222.2164306640625,-204.31944274902344,17.896987915039062,17.56346321105957,0.0223003458231687,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:28:54,1,A56-HS01.ZO01,-250.9930419921875,0.0,250.9930419921875,-0.0236516240984201,-0.0026775421574711,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:28:54,2,A56-HS01.ZO02,-240.276611328125,0.0,240.276611328125,0.0410096198320388,0.0044575673528015,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:28:54,3,A56-HS01.ZO03,-239.21585083007807,0.0,239.21585083007807,0.0499247573316097,0.0049033244140446,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:28:54,4,A56-HS01.ZO04,-204.31944274902344,0.0,204.31944274902344,2.0127410888671875,0.1979745328426361,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:29:50,1,A56-HS01.ZO01,0.0,-250.9930419921875,-250.9930419921875,-0.0026775421574711,-0.0263291653245687,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:29:50,2,A56-HS01.ZO02,0.0,-240.276611328125,-240.276611328125,0.0026745405048131,0.0414553768932819,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:29:50,3,A56-HS01.ZO03,0.0,-239.21585083007807,-239.21585083007807,0.0053490810096263,0.0459129475057125,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-14 10:29:50,4,A56-HS01.ZO04,0.0,-204.31944274902344,-204.31944274902344,0.1979745328426361,2.0127410888671875,False,0.0,1.0,True,1hz,1975-02-14.parquet,34
1975-02-19 11:44:48,1,A56-HS01.ZO01,-250.9930419921875,0.0,250.9930419921875,0.0,0.0,False,0.0,78.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:44:48,2,A56-HS01.ZO02,-240.276611328125,0.0,240.276611328125,0.0,0.0,False,0.0,78.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:44:48,3,A56-HS01.ZO03,-239.21585083007807,0.0,239.21585083007807,0.0,0.0,False,0.0,78.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:44:48,4,A56-HS01.ZO04,-204.31944274902344,0.0,204.31944274902344,0.0,0.0,False,0.0,78.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:48:54,1,A56-HS01.ZO01,0.0,-250.9930419921875,-250.9930419921875,69.27601623535156,69.41558837890625,False,0.0,242.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:48:54,2,A56-HS01.ZO02,0.0,-240.276611328125,-240.276611328125,15.449066162109377,15.449069023132324,False,0.0,242.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:48:54,3,A56-HS01.ZO03,0.0,-239.21585083007807,-239.21585083007807,15.149871826171877,15.149874687194824,False,0.0,242.0,True,1hz,1975-02-19.parquet,35
1975-02-19 11:48:54,4,A56-HS01.ZO04,0.0,-204.31944274902344,-204.31944274902344,17.4617919921875,17.4617919921875,False,0.0,242.0,True,1hz,1975-02-19.parquet,35
1975-02-19 12:05:58,1,A56-HS01.ZO01,-250.9930419921875,0.0,250.9930419921875,0.0,0.0,False,0.0,190.0,True,1hz,1975-02-19.parquet,35
1975-02-19 12:05:58,2,A56-HS01.ZO02,-240.276611328125,0.0,240.276611328125,0.0,0.0,False,0.0,190.0,True,1hz,1975-02-19.parquet,35
1975-02-19 12:05:58,3,A56-HS01.ZO03,-239.21585083007807,0.0,239.21585083007807,0.0,0.0,False,0.0,190.0,True,1hz,1975-02-19.parquet,35
1975-02-19 12:05:58,4,A56-HS01.ZO04,-204.31944274902344,0.0,204.31944274902344,0.0,0.0,False,0.0,190.0,True,1hz,1975-02-19.parquet,35
1975-02-20 04:54:00,1,A56-HS01.ZO01,0.0,-250.9929962158203,-250.9929962158203,0.5832186937332153,37.81155776977539,True,36.97698211669922,1.0,True,1hz,1975-02-20.parquet,35
1975-02-20 04:54:00,2,A56-HS01.ZO02,0.0,-240.27659606933597,-240.27659606933597,0.584110677242279,36.44093704223633,True,36.97698211669922,1.0,True,1hz,1975-02-20.parquet,35
1975-02-20 04:54:00,3,A56-HS01.ZO03,0.0,-239.2158966064453,-239.2158966064453,0.533726692199707,31.71951103210449,True,36.97698211669922,1.0,True,1hz,1975-02-20.parquet,35
1975-02-20 04:54:00,4,A56-HS01.ZO04,0.0,-204.31939697265625,-204.31939697265625,0.5676127076148987,35.372127532958984,True,36.97698211669922,1.0,True,1hz,1975-02-20.parquet,35
1975-02-25 11:40:50,1,A56-HS01.ZO01,-250.9929962158203,0.0,250.9929962158203,52.05583953857422,4.9283766746521,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:40:50,2,A56-HS01.ZO02,-240.27659606933597,0.0,240.27659606933597,50.19207000732422,5.561986923217773,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:40:50,3,A56-HS01.ZO03,-239.2158966064453,0.0,239.2158966064453,49.9749870300293,5.2142014503479,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:40:50,4,A56-HS01.ZO04,-204.31939697265625,0.0,204.31939697265625,49.65388107299805,5.115204334259033,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:41:45,1,A56-HS01.ZO01,0.0,-250.9929962158203,-250.9929962158203,5.166034698486328,49.29134750366211,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:41:45,2,A56-HS01.ZO02,0.0,-240.27659606933597,-240.27659606933597,5.109410285949707,56.579837799072266,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:41:45,3,A56-HS01.ZO03,0.0,-239.2158966064453,-239.2158966064453,5.033616542816162,53.033329010009766,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-02-25 11:41:45,4,A56-HS01.ZO04,0.0,-204.31939697265625,-204.31939697265625,4.990357398986816,52.004581451416016,False,0.0,1.0,True,1hz,1975-02-25.parquet,36
1975-03-28 05:26:44,1,A56-HS01.ZO01,-250.9929962158203,-250.74826049804688,0.2447357177734375,0.2233391404151916,0.0,False,0.0,1.0,True,1hz,1975-03-28.parquet,37
1975-03-28 05:26:44,2,A56-HS01.ZO02,-240.27659606933597,-241.44618225097656,-1.169586181640625,-1.150412678718567,0.0,False,0.0,1.0,True,1hz,1975-03-28.parquet,37
1975-03-28 05:26:44,3,A56-HS01.ZO03,-239.2158966064453,-235.598388671875,3.617507934570313,3.5559756755828857,0.0084741311147809,False,0.0,1.0,True,1hz,1975-03-28.parquet,37
1975-03-28 05:26:44,4,A56-HS01.ZO04,-204.31939697265625,-207.17535400390625,-2.85595703125,-2.805124044418335,0.0147182280197739,False,0.0,1.0,True,1hz,1975-03-28.parquet,37
1975-03-31 06:38:17,1,A56-HS01.ZO01,-250.74826049804688,-249.41549682617188,1.332763671875,1.3109151124954224,-0.3848046362400055,False,0.0,1.0,True,1hz,1975-03-31.parquet,38
1975-03-31 06:38:17,2,A56-HS01.ZO02,-241.44618225097656,-240.38540649414065,1.0607757568359375,1.0402638912200928,-0.534624457359314,False,0.0,1.0,True,1hz,1975-03-31.parquet,38
1975-03-31 06:38:17,3,A56-HS01.ZO03,-235.598388671875,-240.33102416992188,-4.732635498046875,-4.656834125518799,-0.3790015578269958,False,0.0,1.0,True,1hz,1975-03-31.parquet,38
1975-03-31 06:38:17,4,A56-HS01.ZO04,-207.17535400390625,-207.63772583007807,-0.462371826171875,-0.4784303307533264,-0.4356361627578735,False,0.0,1.0,True,1hz,1975-03-31.parquet,38
1975-04-16 07:46:09,1,A56-HS01.ZO01,-249.41549682617188,0.0,249.41549682617188,20.439428329467773,2.3846006393432617,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:46:09,2,A56-HS01.ZO02,-240.38540649414065,0.0,240.38540649414065,26.406274795532227,3.0806281566619877,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:46:09,3,A56-HS01.ZO03,-240.33102416992188,0.0,240.33102416992188,23.730079650878903,2.768509149551392,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:46:09,4,A56-HS01.ZO04,-207.63772583007807,0.0,207.63772583007807,25.708011627197266,2.9994759559631348,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:47:03,1,A56-HS01.ZO01,0.0,-249.41549682617188,-249.41549682617188,2.3846006393432617,20.78008460998535,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:47:03,2,A56-HS01.ZO02,0.0,-240.38540649414065,-240.38540649414065,3.0806281566619877,26.845918655395508,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:47:03,3,A56-HS01.ZO03,0.0,-240.33102416992188,-240.33102416992188,2.768509149551392,24.125581741333008,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-16 07:47:03,4,A56-HS01.ZO04,0.0,-207.63772583007807,-207.63772583007807,2.9994759559631348,26.116012573242188,False,0.0,1.0,True,1hz,1975-04-16.parquet,39
1975-04-22 15:58:37,1,A56-HS01.ZO01,-249.41549682617188,0.0,249.41549682617188,77.10223388671875,11.564955711364746,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:58:37,2,A56-HS01.ZO02,-240.38540649414065,0.0,240.38540649414065,33.78971099853516,5.068389415740967,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:58:37,3,A56-HS01.ZO03,-240.33102416992188,0.0,240.33102416992188,25.271953582763672,3.792264461517334,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:58:37,4,A56-HS01.ZO04,-207.63772583007807,0.0,207.63772583007807,33.0134162902832,4.9520134925842285,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:59:29,1,A56-HS01.ZO01,0.0,-249.41549682617188,-249.41549682617188,11.565402030944824,78.38727569580078,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:59:29,2,A56-HS01.ZO02,0.0,-240.38540649414065,-240.38540649414065,5.068389415740967,34.352420806884766,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:59:29,3,A56-HS01.ZO03,0.0,-240.33102416992188,-240.33102416992188,3.788698196411133,25.70089530944824,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-04-22 15:59:29,4,A56-HS01.ZO04,0.0,-207.63772583007807,-207.63772583007807,4.9520134925842285,33.56364059448242,False,0.0,1.0,True,1hz,1975-04-22.parquet,40
1975-05-11 05:51:03,1,A56-HS01.ZO01,-249.41549682617188,0.0,249.41549682617188,48.12897491455078,2.406448602676392,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:51:03,2,A56-HS01.ZO02,-240.38540649414065,0.0,240.38540649414065,53.34585189819336,2.667292833328247,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:51:03,3,A56-HS01.ZO03,-240.33102416992188,0.0,240.33102416992188,49.54689025878906,2.4773449897766118,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:51:03,4,A56-HS01.ZO04,-207.63772583007807,0.0,207.63772583007807,51.58013534545898,2.5790066719055176,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:52:01,1,A56-HS01.ZO01,0.0,-249.41549682617188,-249.41549682617188,2.406448602676392,48.93112564086914,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:52:01,2,A56-HS01.ZO02,0.0,-240.38540649414065,-240.38540649414065,2.667292833328247,54.23316192626953,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:52:01,3,A56-HS01.ZO03,0.0,-240.33102416992188,-240.33102416992188,2.4773449897766118,50.3726692199707,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 05:52:01,4,A56-HS01.ZO04,0.0,-207.63772583007807,-207.63772583007807,2.5790066719055176,52.43980026245117,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:35:55,1,A56-HS01.ZO01,-249.41549682617188,0.0,249.41549682617188,48.12897491455078,0.0,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:35:55,2,A56-HS01.ZO02,-240.38540649414065,0.0,240.38540649414065,53.23884201049805,0.0,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:35:55,3,A56-HS01.ZO03,-240.33102416992188,0.0,240.33102416992188,49.43988800048828,0.0,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:35:55,4,A56-HS01.ZO04,-207.63772583007807,0.0,207.63772583007807,51.526634216308594,0.0,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:39:26,1,A56-HS01.ZO01,0.0,-249.41549682617188,-249.41549682617188,0.8021495342254639,48.93112564086914,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:39:26,2,A56-HS01.ZO02,0.0,-240.38540649414065,-240.38540649414065,0.8873138427734375,54.12615585327149,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:39:26,3,A56-HS01.ZO03,0.0,-240.33102416992188,-240.33102416992188,0.8239980936050415,50.26388931274414,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-11 07:39:26,4,A56-HS01.ZO04,0.0,-207.63772583007807,-207.63772583007807,0.8587771654129028,52.38541412353516,False,0.0,1.0,True,1hz,1975-05-11.parquet,41
1975-05-19 13:23:35,1,A56-HS01.ZO01,-249.41549682617188,0.0,249.41549682617188,0.0,-133.48770141601562,False,0.0,19181.0,False,1hz,1975-05-19.parquet,42
1975-05-19 13:23:35,2,A56-HS01.ZO02,-240.38540649414065,0.0,240.38540649414065,0.0,-134.67198181152344,False,0.0,19181.0,False,1hz,1975-05-19.parquet,42
1975-05-19 13:23:35,3,A56-HS01.ZO03,-240.33102416992188,0.0,240.33102416992188,0.0,-134.67910766601562,False,0.0,19181.0,False,1hz,1975-05-19.parquet,42
1975-05-19 13:23:35,4,A56-HS01.ZO04,-207.63772583007807,0.0,207.63772583007807,0.0,-138.96676635742188,False,0.0,19181.0,False,1hz,1975-05-19.parquet,42
1975-05-19 13:24:28,1,A56-HS01.ZO01,0.0,-249.41549682617188,-249.41549682617188,-18.84895896911621,-1017.84375,False,0.0,1.0,True,1hz,1975-05-19.parquet,42
1975-05-19 13:24:28,2,A56-HS01.ZO02,0.0,-240.38540649414065,-240.38540649414065,-19.01618385314941,-1026.8740234375,False,0.0,1.0,True,1hz,1975-05-19.parquet,42
1975-05-19 13:24:28,3,A56-HS01.ZO03,0.0,-240.33102416992188,-240.33102416992188,-19.017189025878903,-1026.9283447265625,False,0.0,1.0,True,1hz,1975-05-19.parquet,42
1975-05-19 13:24:28,4,A56-HS01.ZO04,0.0,-207.63772583007807,-207.63772583007807,-19.622621536254883,-1059.62158203125,False,0.0,1.0,True,1hz,1975-05-19.parquet,42
1975-06-05 07:54:39,1,A56-HS01.ZO01,-249.41549682617188,-246.50521850585935,2.9102783203125,2.785438299179077,0.4690824449062347,False,0.0,1.0,True,1hz,1975-06-05.parquet,43
1975-06-05 07:54:39,2,A56-HS01.ZO02,-240.38540649414065,-237.71990966796875,2.665496826171875,2.6204628944396973,-0.0013372702524065,False,0.0,1.0,True,1hz,1975-06-05.parquet,43
1975-06-05 07:54:39,3,A56-HS01.ZO03,-240.33102416992188,-237.77430725097656,2.5567169189453125,2.513019561767578,0.0,False,0.0,1.0,True,1hz,1975-06-05.parquet,43
1975-06-05 07:54:39,4,A56-HS01.ZO04,-207.63772583007807,-204.8362274169922,2.801498413085937,2.7555723190307617,0.0,False,0.0,1.0,True,1hz,1975-06-05.parquet,43
1975-07-28 11:41:54,1,A56-HS01.ZO01,-246.50521850585935,-252.89700317382807,-6.39178466796875,-6.276291370391846,-1.1013258695602417,False,0.0,1.0,True,1hz,1975-07-28.parquet,44
1975-07-28 11:41:54,2,A56-HS01.ZO02,-237.71990966796875,-243.948486328125,-6.22857666015625,-6.149214744567871,-0.0129342004656791,False,0.0,1.0,True,1hz,1975-07-28.parquet,44
1975-07-28 11:41:54,3,A56-HS01.ZO03,-237.77430725097656,-242.58853149414065,-4.814224243164063,-4.733518600463867,-1.190077543258667,False,0.0,1.0,True,1hz,1975-07-28.parquet,44
1975-07-28 11:41:54,4,A56-HS01.ZO04,-204.8362274169922,-211.0648193359375,-6.2285919189453125,-6.128712177276611,-0.0053485808894038,False,0.0,1.0,True,1hz,1975-07-28.parquet,44
1975-09-02 15:59:08,1,A56-HS01.ZO01,-252.89700317382807,-256.6776733398437,-3.780670166015625,-3.719137668609619,0.0,False,0.0,1.0,True,1hz,1975-09-02.parquet,45
1975-09-02 15:59:08,2,A56-HS01.ZO02,-243.948486328125,-244.13888549804688,-0.190399169921875,-0.1872778683900833,0.0004457567702047,False,0.0,1.0,True,1hz,1975-09-02.parquet,45
1975-09-02 15:59:08,3,A56-HS01.ZO03,-242.58853149414065,-246.26040649414065,-3.671875,-3.621046543121338,-0.0040140622295439,False,0.0,1.0,True,1hz,1975-09-02.parquet,45
